,age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
21,53.0,Private,9.0,Never-married,Sales,Not-in-family,White,Female,36.0,United-States,<=50K
26,55.0,Self-emp-inc,9.0,Never-married,Sales,Unmarried,Other,Female,42.0,United-States,<=50K
35,50.0,Local-gov,11.0,Widowed,Prof-specialty,Unmarried,White,Female,38.0,United-States,<=50K
53,51.0,Private,5.0,Divorced,Other-service,Unmarried,Black,Female,39.0,United-States,<=50K
69,62.0,?,13.0,Widowed,?,Not-in-family,Black,Female,40.0,?,<=50K
81,50.0,Private,13.0,Widowed,Prof-specialty,Unmarried,White,Female,37.0,United-States,>50K
85,62.0,Private,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,50.0,United-States,<=50K
140,52.0,Private,14.0,Widowed,Sales,Unmarried,White,Female,39.0,England,<=50K
144,54.0,State-gov,14.0,Never-married,Adm-clerical,Not-in-family,White,Female,39.0,United-States,<=50K
145,51.0,Private,3.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,36.0,Italy,<=50K
164,51.0,Private,14.0,Divorced,Exec-managerial,Unmarried,White,Female,63.0,United-States,>50K
168,66.0,Private,4.0,Widowed,Other-service,Not-in-family,White,Female,18.0,United-States,<=50K
183,51.0,?,14.0,Divorced,?,Not-in-family,White,Female,64.0,United-States,<=50K
196,67.0,Federal-gov,15.0,Never-married,Prof-specialty,Not-in-family,White,Female,6.0,United-States,<=50K
239,73.0,?,14.0,Widowed,?,Not-in-family,White,Female,31.0,United-States,<=50K
276,55.0,State-gov,14.0,Divorced,Adm-clerical,Not-in-family,White,Female,40.0,France,>50K
277,55.0,Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,53.0,United-States,<=50K
310,61.0,Private,6.0,Married-civ-spouse,Craft-repair,Wife,White,Female,37.0,United-States,<=50K
323,55.0,Self-emp-not-inc,9.0,Separated,Prof-specialty,Unmarried,White,Female,64.0,United-States,<=50K
341,57.0,Local-gov,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,42.0,United-States,<=50K
